Game #,Seed,Gemini Turn Order,Gemini Rules,Gemini Strategy,Gemini Win,Gemini bluffs,Gemini bluffs_caught,Gemini challenges,Gemini challenges_correct,Gemini card_guesses_total,Gemini card_guesses_correct,Gemini cards_guessed,Gemini cards_guessed_correct,ChatGPT Turn Order,ChatGPT Rules,ChatGPT Strategy,ChatGPT Win,ChatGPT bluffs,ChatGPT bluffs_caught,ChatGPT challenges,ChatGPT challenges_correct,ChatGPT card_guesses_total,ChatGPT card_guesses_correct,ChatGPT cards_guessed,ChatGPT cards_guessed_correct,Grok Turn Order,Grok Rules,Grok Strategy,Grok Win,Grok bluffs,Grok bluffs_caught,Grok challenges,Grok challenges_correct,Grok card_guesses_total,Grok card_guesses_correct,Grok cards_guessed,Grok cards_guessed_correct,Claude Turn Order,Claude Rules,Claude Strategy,Claude Win,Claude bluffs,Claude bluffs_caught,Claude challenges,Claude challenges_correct,Claude card_guesses_total,Claude card_guesses_correct,Claude cards_guessed,Claude cards_guessed_correct,Mistral Turn Order,Mistral Rules,Mistral Strategy,Mistral Win,Mistral bluffs,Mistral bluffs_caught,Mistral challenges,Mistral challenges_correct,Mistral card_guesses_total,Mistral card_guesses_correct,Mistral cards_guessed,Mistral cards_guessed_correct
144,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,-1,0,0,2,0,2,1,,,1,1,-1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
145,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,1,0,0,0,0,1,0,,,1,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
146,2625633111,2,-1,-1,-1,0,0,4,3,3,0,,,4,-1,1,1,0,0,0,0,2,2,,,1,1,1,-1,0,0,0,0,3,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
147,2625633111,1,-1,-1,-1,0,0,2,0,0,0,,,3,-1,1,-1,0,0,1,0,0,0,,,4,1,1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
148,2625633111,1,1,-1,-1,0,0,3,1,0,0,,,3,1,1,1,0,0,1,1,2,1,,,4,-1,-1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
149,2625633111,1,-1,1,-1,0,0,2,0,0,0,,,3,-1,-1,-1,0,0,2,0,2,0,,,4,1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
150,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,-1,0,0,2,0,2,0,,,4,-1,1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
151,2625633111,4,1,1,-1,0,0,1,0,2,0,,,2,1,-1,1,0,0,4,3,2,1,,,3,-1,1,-1,0,0,0,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
152,2625633111,4,-1,-1,1,0,0,2,1,5,1,,,2,-1,1,-1,0,0,0,0,0,0,,,3,1,1,-1,0,0,0,0,6,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
153,2625633111,4,1,-1,1,0,0,2,2,3,0,,,2,1,1,-1,0,0,1,1,3,1,,,3,-1,-1,-1,0,0,0,0,5,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
154,2625633111,4,-1,1,-1,0,0,2,0,2,0,,,2,-1,-1,-1,0,0,2,0,0,0,,,3,1,-1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
155,2625633111,3,-1,1,-1,0,0,1,0,0,0,,,1,-1,-1,1,0,0,2,2,1,1,,,2,1,-1,-1,0,0,1,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
156,2625633111,3,1,1,1,0,0,3,2,2,1,,,1,1,-1,-1,0,0,1,0,0,0,,,2,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
157,2625633111,3,-1,-1,-1,0,0,1,0,4,2,,,1,-1,1,-1,0,0,2,0,5,4,,,2,1,1,1,0,0,0,0,5,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
158,2625633111,3,1,-1,-1,0,0,3,1,0,0,,,1,1,1,-1,0,0,1,0,2,1,,,2,-1,-1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
159,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,1,0,0,1,1,2,1,,,1,-1,-1,-1,0,0,0,0,3,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
160,2625633111,2,-1,1,-1,0,0,3,1,3,1,,,4,-1,-1,1,0,0,0,0,2,0,,,1,1,-1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
161,2625633111,2,1,1,-1,0,0,3,1,0,0,,,4,1,-1,1,0,0,1,1,1,0,,,1,-1,1,-1,0,0,0,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
162,2625633111,2,-1,-1,-1,0,0,3,2,3,1,,,4,-1,1,1,0,0,0,0,3,0,,,1,1,1,-1,0,0,2,1,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
163,2625633111,1,-1,-1,-1,0,0,2,0,0,0,,,3,-1,1,-1,0,0,0,0,0,0,,,4,1,1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
164,2625633111,1,1,-1,-1,0,0,2,0,0,0,,,3,1,1,-1,0,0,0,0,3,1,,,4,-1,-1,1,0,0,1,1,4,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
165,2625633111,1,-1,1,-1,0,0,2,0,0,0,,,3,-1,-1,-1,0,0,2,0,2,0,,,4,1,-1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
166,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,1,0,0,2,1,2,0,,,4,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
167,2625633111,4,1,1,-1,0,0,0,0,3,0,,,2,1,-1,-1,0,0,4,2,3,1,,,3,-1,1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
168,2625633111,4,-1,-1,1,0,0,0,0,3,0,,,2,-1,1,-1,0,0,0,0,0,0,,,3,1,1,-1,0,0,1,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
169,2625633111,4,1,-1,-1,0,0,1,0,3,1,,,2,1,1,1,0,0,3,2,5,1,,,3,-1,-1,-1,0,0,0,0,4,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
170,2625633111,4,-1,1,-1,0,0,1,0,4,0,,,2,-1,-1,1,0,0,3,3,5,3,,,3,1,-1,-1,0,0,0,0,6,3,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
171,2625633111,3,-1,1,1,0,0,2,2,4,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,2,1,-1,-1,0,0,0,0,4,3,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
172,2625633111,3,1,1,1,0,0,4,3,1,0,,,1,1,-1,-1,0,0,0,0,0,0,,,2,-1,1,-1,0,0,1,1,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
173,2625633111,3,-1,-1,-1,0,0,3,1,0,0,,,1,-1,1,1,0,0,1,1,2,0,,,2,1,1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
174,2625633111,3,1,-1,-1,0,0,2,0,0,0,,,1,1,1,-1,0,0,1,0,0,0,,,2,-1,-1,1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
175,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,-1,0,0,1,0,3,2,,,1,-1,-1,1,0,0,0,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
176,2625633111,2,-1,1,-1,0,0,0,0,0,0,,,4,-1,-1,-1,0,0,1,0,3,2,,,1,1,-1,1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
177,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,1,0,0,2,2,1,0,,,1,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
178,2625633111,2,-1,-1,-1,0,0,2,1,6,3,,,4,-1,1,-1,0,0,1,0,4,2,,,1,1,1,1,0,0,0,0,5,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
179,2625633111,1,-1,-1,-1,0,0,2,0,0,0,,,3,-1,1,-1,0,0,0,0,3,1,,,4,1,1,1,0,0,0,0,4,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
180,2625633111,1,1,-1,-1,0,0,3,1,0,0,,,3,1,1,-1,0,0,1,0,2,0,,,4,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
181,2625633111,1,-1,1,-1,0,0,1,0,0,0,,,3,-1,-1,-1,0,0,2,1,2,1,,,4,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
182,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,1,0,0,1,1,2,0,,,4,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
183,2625633111,4,1,1,-1,0,0,1,0,4,2,,,2,1,-1,-1,0,0,3,1,8,3,,,3,-1,1,1,0,0,0,0,7,3,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
184,2625633111,4,-1,-1,1,0,0,2,2,3,0,,,2,-1,1,-1,0,0,0,0,0,0,,,3,1,1,-1,0,0,1,1,4,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
185,2625633111,4,1,-1,1,0,0,2,2,3,0,,,2,1,1,-1,0,0,1,1,5,2,,,3,-1,-1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
186,2625633111,4,-1,1,-1,0,0,1,0,0,0,,,2,-1,-1,-1,0,0,3,1,2,1,,,3,1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
187,2625633111,3,-1,1,-1,0,0,1,0,0,0,,,1,-1,-1,-1,0,0,3,1,2,2,,,2,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
188,2625633111,3,1,1,-1,0,0,2,0,0,0,,,1,1,-1,1,0,0,2,2,2,0,,,2,-1,1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
189,2625633111,3,-1,-1,-1,0,0,2,0,0,0,,,1,-1,1,-1,0,0,0,0,0,0,,,2,1,1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
190,2625633111,3,1,-1,-1,0,0,2,0,0,0,,,1,1,1,-1,0,0,1,0,0,0,,,2,-1,-1,1,0,0,1,1,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
191,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,1,0,0,0,0,5,4,,,1,-1,-1,-1,0,0,0,0,4,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
192,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,1,0,0,2,1,4,1,,,1,1,-1,-1,0,0,0,0,5,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
193,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,1,0,0,2,2,2,2,,,1,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
194,2625633111,2,-1,-1,-1,0,0,1,0,0,0,,,4,-1,1,1,0,0,0,0,2,2,,,1,1,1,-1,0,0,0,0,3,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
195,2625633111,1,-1,-1,-1,0,0,4,2,2,1,,,3,-1,1,-1,0,0,1,0,0,0,,,4,1,1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
196,2625633111,1,1,-1,-1,0,0,3,1,0,0,,,3,1,1,-1,0,0,0,0,2,1,,,4,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
197,2625633111,1,-1,1,-1,0,0,2,0,0,0,,,3,-1,-1,-1,0,0,1,0,2,0,,,4,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
198,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,-1,0,0,1,1,4,0,,,4,-1,1,1,0,0,1,1,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
199,2625633111,4,1,1,1,0,0,3,3,3,0,,,2,1,-1,-1,0,0,1,0,3,0,,,3,-1,1,-1,0,0,0,0,4,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
200,2625633111,4,-1,-1,-1,0,0,2,1,3,1,,,2,-1,1,1,0,0,2,2,3,2,,,3,1,1,-1,0,0,0,0,4,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
201,2625633111,4,1,-1,-1,0,0,1,0,3,1,,,2,1,1,-1,0,0,3,1,3,2,,,3,-1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
202,2625633111,4,-1,1,-1,0,0,1,0,2,0,,,2,-1,-1,-1,0,0,2,0,0,0,,,3,1,-1,1,0,0,1,1,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
203,2625633111,3,-1,1,-1,0,0,2,0,4,2,,,1,-1,-1,-1,0,0,1,0,3,1,,,2,1,-1,1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
204,2625633111,3,1,1,-1,0,0,2,1,0,0,,,1,1,-1,1,0,0,3,3,3,1,,,2,-1,1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
205,2625633111,3,-1,-1,-1,0,0,5,3,3,0,,,1,-1,1,-1,0,0,0,0,0,0,,,2,1,1,1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
206,2625633111,3,1,-1,-1,0,0,4,2,0,0,,,1,1,1,-1,0,0,0,0,0,0,,,2,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
207,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,-1,0,0,1,0,3,1,,,1,-1,-1,1,0,0,1,0,2,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
208,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,-1,0,0,2,0,2,1,,,1,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
209,2625633111,2,1,1,-1,0,0,2,0,4,1,,,4,1,-1,-1,0,0,1,0,5,3,,,1,-1,1,1,0,0,0,0,7,4,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
210,2625633111,2,-1,-1,-1,0,0,3,1,0,0,,,4,-1,1,-1,0,0,1,0,2,1,,,1,1,1,1,0,0,1,1,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
211,2625633111,1,-1,-1,-1,0,0,2,0,0,0,,,3,-1,1,-1,0,0,1,0,4,3,,,4,1,1,1,0,0,0,0,5,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
212,2625633111,1,1,-1,-1,0,0,2,0,0,0,,,3,1,1,-1,0,0,0,0,0,0,,,4,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
213,2625633111,1,-1,1,-1,0,0,2,0,0,0,,,3,-1,-1,1,0,0,1,0,1,0,,,4,1,-1,-1,0,0,1,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
214,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,-1,0,0,2,0,2,0,,,4,-1,1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
215,2625633111,4,1,1,-1,0,0,2,0,7,1,,,2,1,-1,-1,0,0,2,1,6,3,,,3,-1,1,1,0,0,0,0,10,6,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
216,2625633111,4,-1,-1,1,0,0,3,3,1,0,,,2,-1,1,-1,0,0,0,0,0,0,,,3,1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
217,2625633111,4,1,-1,1,0,0,1,1,2,0,,,2,1,1,-1,0,0,2,1,3,0,,,3,-1,-1,-1,0,0,0,0,3,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
218,2625633111,4,-1,1,1,0,0,3,2,8,1,,,2,-1,-1,-1,0,0,0,0,7,2,,,3,1,-1,-1,0,0,0,0,7,4,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
219,2625633111,3,-1,1,-1,0,0,1,0,0,0,,,1,-1,-1,-1,0,0,3,1,2,1,,,2,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
220,2625633111,3,1,1,-1,0,0,2,1,0,0,,,1,1,-1,1,0,0,3,3,1,0,,,2,-1,1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
221,2625633111,3,-1,-1,-1,0,0,2,1,3,1,,,1,-1,1,1,0,0,0,0,2,1,,,2,1,1,-1,0,0,1,1,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
222,2625633111,3,1,-1,-1,0,0,4,2,2,1,,,1,1,1,-1,0,0,0,0,0,0,,,2,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
223,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,1,0,0,0,0,2,1,,,1,-1,-1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
224,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,-1,0,0,2,1,3,3,,,1,1,-1,1,0,0,0,0,3,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
225,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,-1,0,0,1,0,2,1,,,1,-1,1,1,0,0,0,0,2,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
226,2625633111,2,-1,-1,-1,0,0,4,2,3,0,,,4,-1,1,1,0,0,1,1,2,1,,,1,1,1,-1,0,0,0,0,3,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
227,2625633111,1,-1,-1,-1,0,0,3,2,3,2,,,3,-1,1,-1,0,0,0,0,4,1,,,4,1,1,1,0,0,0,0,3,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
228,2625633111,1,1,-1,-1,0,0,3,1,0,0,,,3,1,1,-1,0,0,1,0,0,0,,,4,-1,-1,1,0,0,1,1,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
229,2625633111,1,-1,1,-1,0,0,2,1,6,3,,,3,-1,-1,-1,0,0,1,0,4,0,,,4,1,-1,1,0,0,0,0,5,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
230,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,-1,0,0,1,0,0,0,,,4,-1,1,1,0,0,1,1,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
231,2625633111,4,1,1,-1,0,0,1,0,3,2,,,2,1,-1,-1,0,0,2,0,4,1,,,3,-1,1,1,0,0,1,1,3,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
232,2625633111,4,-1,-1,-1,0,0,3,2,2,0,,,2,-1,1,1,0,0,1,1,3,1,,,3,1,1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
233,2625633111,4,1,-1,-1,0,0,1,1,6,0,,,2,1,1,-1,0,0,0,0,0,0,,,3,-1,-1,1,0,0,1,1,5,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
234,2625633111,4,-1,1,-1,0,0,1,0,4,2,,,2,-1,-1,-1,0,0,2,1,8,4,,,3,1,-1,1,0,0,0,0,7,5,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
235,2625633111,3,-1,1,-1,0,0,1,0,0,0,,,1,-1,-1,-1,0,0,2,1,0,0,,,2,1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
236,2625633111,3,1,1,-1,0,0,3,1,2,1,,,1,1,-1,1,0,0,1,1,1,0,,,2,-1,1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
237,2625633111,3,-1,-1,-1,0,0,2,0,3,0,,,1,-1,1,-1,0,0,1,0,0,0,,,2,1,1,1,0,0,1,1,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
238,2625633111,3,1,-1,-1,0,0,2,0,0,0,,,1,1,1,-1,0,0,0,0,0,0,,,2,-1,-1,1,0,0,1,1,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
239,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,-1,0,0,0,0,3,2,,,1,-1,-1,1,0,0,0,0,2,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
240,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,-1,0,0,2,0,2,1,,,1,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
241,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,1,0,0,0,0,1,0,,,1,-1,1,-1,0,0,1,1,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
242,2625633111,2,-1,-1,-1,0,0,1,0,4,0,,,4,-1,1,1,0,0,1,1,5,1,,,1,1,1,-1,0,0,4,2,5,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
243,2625633111,1,-1,-1,-1,0,0,2,1,5,2,,,3,-1,1,-1,0,0,2,0,3,1,,,4,1,1,1,0,0,0,0,4,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
244,2625633111,1,1,-1,-1,0,0,3,1,0,0,,,3,1,1,-1,0,0,0,0,2,0,,,4,-1,-1,1,0,0,0,0,1,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
245,2625633111,1,-1,1,-1,0,0,2,0,0,0,,,3,-1,-1,-1,0,0,2,0,2,1,,,4,1,-1,1,0,0,0,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
246,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,1,0,0,1,1,1,0,,,4,-1,1,-1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
247,2625633111,4,1,1,-1,0,0,1,0,0,0,,,2,1,-1,1,0,0,4,3,3,1,,,3,-1,1,-1,0,0,0,0,3,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
248,2625633111,4,-1,-1,-1,0,0,1,0,0,0,,,2,-1,1,-1,0,0,1,0,2,0,,,3,1,1,1,0,0,1,1,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
249,2625633111,4,1,-1,1,0,0,3,2,2,0,,,2,1,1,-1,0,0,2,1,2,1,,,3,-1,-1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
250,2625633111,4,-1,1,-1,0,0,0,0,0,0,,,2,-1,-1,-1,0,0,4,2,3,0,,,3,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
251,2625633111,3,-1,1,1,0,0,0,0,6,4,,,1,-1,-1,-1,0,0,2,0,4,2,,,2,1,-1,-1,0,0,0,0,7,4,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
252,2625633111,3,1,1,1,0,0,3,3,0,0,,,1,1,-1,-1,0,0,1,0,0,0,,,2,-1,1,-1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
253,2625633111,3,-1,-1,-1,0,0,3,1,3,0,,,1,-1,1,1,0,0,1,1,2,0,,,2,1,1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
254,2625633111,3,1,-1,-1,0,0,3,1,0,0,,,1,1,1,-1,0,0,0,0,0,0,,,2,-1,-1,1,0,0,0,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
255,2625633111,2,1,-1,-1,0,0,2,0,0,0,,,4,1,1,-1,0,0,1,0,3,2,,,1,-1,-1,-1,0,0,0,0,4,3,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
256,2625633111,2,-1,1,-1,0,0,1,0,0,0,,,4,-1,-1,1,0,0,0,0,1,0,,,1,1,-1,-1,0,0,0,0,2,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
257,2625633111,2,1,1,-1,0,0,2,0,0,0,,,4,1,-1,1,0,0,0,0,2,1,,,1,-1,1,-1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
258,2625633111,2,-1,-1,-1,0,0,1,0,4,1,,,4,-1,1,-1,0,0,2,0,3,1,,,1,1,1,1,0,0,0,0,3,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
259,2625633111,1,-1,-1,-1,0,0,2,0,0,0,,,3,-1,1,1,0,0,1,1,2,2,,,4,1,1,-1,0,0,1,0,1,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
260,2625633111,1,1,-1,-1,0,0,2,0,0,0,,,3,1,1,-1,0,0,1,0,0,0,,,4,-1,-1,1,0,0,0,0,2,2,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
261,2625633111,1,-1,1,-1,0,0,1,0,0,0,,,3,-1,-1,-1,0,0,2,1,2,0,,,4,1,-1,1,0,0,0,0,2,1,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
262,2625633111,1,1,1,-1,0,0,2,0,0,0,,,3,1,-1,-1,0,0,0,0,2,1,,,4,-1,1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
263,2485707010,2,-1,-1,1,0,0,1,1,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
264,1223849503,2,-1,-1,-1,0,0,2,0,0,0,,,1,-1,-1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
265,2788506561,2,-1,-1,1,0,0,1,0,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
266,3260290596,2,-1,-1,-1,0,0,2,0,0,0,,,1,-1,-1,1,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
267,3462995271,2,-1,-1,1,0,0,1,0,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
268,354939876,2,-1,-1,-1,0,0,1,0,0,0,,,1,-1,-1,1,0,0,2,1,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
269,783810668,2,-1,-1,1,0,0,0,0,0,0,,,1,-1,-1,-1,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
